image_file,code,group_key,pool,name,description,type,part,integrity,material,type_is_missing,part_is_missing,integrity_is_missing,material_is_missing,label_is_uncertain,noise_score,quality_flag,flag_uncertain,flag_incomplete,flag_conflict,flag_rare,noise_reasons
data/raw/images/ВО-1л58-2017-0717_orig.jpg,ВО-1л58-2017-0717,ВО-1л58-2017-0717,test_gold,Изразец,"Изразца (поясного ?) красноглиняного с белой поливой бирюзовой и лиловой росписью фр-т, румпа утрачена",изразец,часть не указана,фрагмент,керамика,0,1,0,0,1,0.5,uncertain,1,1,0,0,uncertain_text;incomplete_1
data/raw/images/М102-2012-1-0603_orig.jpg,М102-2012-1-0603,М102-2012-1-0603,test_gold,Изразец,Изразца (перемычки?) красноглиняного с белой поливой и голубой росписью фр-т,изразец,часть не указана,фрагмент,керамика,0,1,0,0,1,0.5,uncertain,1,1,0,0,uncertain_text;incomplete_1
data/raw/images/ВО-1л58-2017-0768_orig.jpg,ВО-1л58-2017-0768,ВО-1л58-2017-0768,train_seed,Изразец,"Изразец-перемычка белоглиняный со следами белой поливы и синей (?) росписи, с отверстием в румпе, фрагментированный",изразец,часть не указана,фрагмент,керамика,0,1,0,0,1,0.5,uncertain,1,1,0,0,uncertain_text;incomplete_1
data/raw/images/Кроп-2013-155_orig.jpg,Кроп-2013-155,Кроп-2013-155,train_seed,Блюдце,Сосуда (блюдца ?) фарфорового с растительным полихромным орнаментом внутри венчика фр-т,блюдце,венчик,фрагмент,фарфор,0,0,0,0,1,0.4,uncertain,1,0,0,0,uncertain_text
data/raw/images/ВО-1л58-2017-0441_orig.jpg,ВО-1л58-2017-0441,ВО-1л58-2017-0441,train_seed,Миска (?),Сосуда (миски ?) красноглиняного венчика фр-т,миска,венчик,фрагмент,керамика,0,0,0,0,1,0.4,uncertain,1,0,0,0,uncertain_text
data/raw/images/ВО-1л58-2017-0036_orig.jpg,ВО-1л58-2017-0036,ВО-1л58-2017-0036,val_gold,Тарелка/блюдо,Тарелки/блюда белоглиняного с желтой поливой внутри и снаружи венчика фр-ты,тарелка,венчик,фрагмент,керамика,0,0,0,0,0,0.4,uncertain,1,0,0,0,uncertain_text
data/raw/images/Нц-46-150_orig.jpg,Нц-46-150,Нц-46-150,test_gold,Крышка,Крышка сахарницы(?) фаянсовая с ручкой с белой поливой внутри и снаружи,крышка,ручка,фрагмент,фаянс,0,0,0,0,1,0.4,uncertain,1,0,0,0,uncertain_text
data/raw/images/Кроп-2013-421_orig.jpg,Кроп-2013-421,Кроп-2013-421,test_gold,Тарелка,Сосуда (тарелки ?) фаянсовой с белой поливой внутри и снаружи донца клейменого фр-т,тарелка,донце,фрагмент,фаянс,0,0,0,0,1,0.4,uncertain,1,0,0,0,uncertain_text
data/raw/images/Кроп-2013-Тр2-053_orig.jpg,Кроп-2013-Тр2-053,Кроп-2013-Тр2-053,test_gold,Тарелка,"Сосуда (тарелки ?) фаянсового с белой поливой внутри и снаружи донца с фрагментом клейма подглазурного зеленого круглого с изображением чашки в центре и надписью по кругу "".. СФСР М.И. КАЛИНИНА…""  фр-т",тарелка,донце,фрагмент,фаянс,0,0,0,0,1,0.4,uncertain,1,0,0,0,uncertain_text
data/raw/images/Нейш3А-2018-2087_orig.jpg,Нейш3А-2018-2087,Нейш3А-2018-2087,test_gold,Тарелка,Тарелки красноглиняной с белой обмазкой снаружи и зеленым поливным орнаментом на коричневом фоне внутри клейменой? донца фр-т,тарелка,донце,фрагмент,керамика,0,0,0,0,1,0.4,uncertain,1,0,0,0,uncertain_text
data/raw/images/БП12-Г01-0732_orig.jpg,БП12-Г01-0732,БП12-Г01-0732,test_gold,Миска,Миски (?) красноглиняной орнаментированной с клеймом профиль,миска,профиль,фрагмент,керамика,0,0,0,0,1,0.4,uncertain,1,0,0,0,uncertain_text
data/raw/images/Нейш3А-2018-1476_orig.jpg,Нейш3А-2018-1476,Нейш3А-2018-1476,test_gold,Тарелка,Тарелочки?прозрачного бесцветного стекла с волнообразным краем и рельефным цветочным орнаментом снаружи донца профиль,тарелка,донце,фрагмент,стекло,0,0,0,0,1,0.4,uncertain,1,0,0,0,uncertain_text
data/raw/images/Нейш3А-2018-1473_orig.jpg,Нейш3А-2018-1473,Нейш3А-2018-1473,train_seed,Крышка,Ручки?фаянсовой в форме цветка навершия фр-т,крышка,ручка,фрагмент,фаянс,0,0,0,0,1,0.4,uncertain,1,0,0,0,uncertain_text
data/raw/images/Нц-24-190_orig.jpg,Нц-24-190,Нц-24-190,test_gold,Миска,Миски (?) белоглиняной с белой поливой снаружи и внутри с синей росписью венчика фр-т,миска,венчик,фрагмент,керамика,0,0,0,0,1,0.4,uncertain,1,0,0,0,uncertain_text
data/raw/images/ВО-1л58-2017-0297_orig.jpg,ВО-1л58-2017-0297,ВО-1л58-2017-0297,train_seed,Тарелка/блюдо,Тарелки/блюда красноглиняного с белым ангобом и пятнистой желто-коричневой поливой внутри донца фр-т,тарелка,донце,фрагмент,керамика,0,0,0,0,0,0.4,uncertain,1,0,0,0,uncertain_text
data/raw/images/Нейш3А-2018-1154_orig.jpg,Нейш3А-2018-1154,Нейш3А-2018-1154,train_seed,Тарелка,Тарелки?белоглиняной с желтой поливой снаружи и внутри венчика фр-т,тарелка,венчик,фрагмент,керамика,0,0,0,0,1,0.4,uncertain,1,0,0,0,uncertain_text
data/raw/images/Маяк-11-Ш3-68_orig.jpg,Маяк-11-Ш3-68,Маяк-11-Ш3-68,train_seed,Тарелка,Тарелки фарфоровой с подглазурным (?) печатным полихромным растительным орнаментом и клеймом профиль,тарелка,профиль,фрагмент,фарфор,0,0,0,0,1,0.4,uncertain,1,0,0,0,uncertain_text
data/raw/images/М102-2012-1-0752_orig.jpg,М102-2012-1-0752,М102-2012-1-0752,train_seed,Тарелка,"Сосуда (тарелки, блюда ?) красноглиняной с белой поливой снаружи и внутри с росписью (синие цветы с листьями в центре сосуда) донца фр-т",тарелка,донце,фрагмент,керамика,0,0,0,0,1,0.4,uncertain,1,0,0,0,uncertain_text
data/raw/images/М102-2012-2-1423_orig.jpg,М102-2012-2-1423,М102-2012-2-1423,test_gold,Миска (?),Сосуда (миски ?) красноглиняного со следами желто-зеленой поливы внутри венчика фр-т,миска,венчик,фрагмент,керамика,0,0,0,0,1,0.4,uncertain,1,0,0,0,uncertain_text
data/raw/images/ВО-1л58-2017-0753_orig.jpg,ВО-1л58-2017-0753,ВО-1л58-2017-0753,train_seed,Миска (?),Сосуда (миски ?) фаянсовой  с бежевой поливой внутри и снаружи венчика фр-т,миска,венчик,фрагмент,фаянс,0,0,0,0,1,0.4,uncertain,1,0,0,0,uncertain_text
data/raw/images/ВО-1л58-2017-1157_orig.jpg,ВО-1л58-2017-1157,ВО-1л58-2017-1157,train_seed,Миска,Миски красноглиняной с зеленой поливой внутри и следами нагара (?) снаружи венчика фр-т,миска,венчик,фрагмент,керамика,0,0,0,0,1,0.4,uncertain,1,0,0,0,uncertain_text
data/raw/images/Нейш3А-2018-0817_orig.jpg,Нейш3А-2018-0817,Нейш3А-2018-0817,train_seed,Тарелка,Тарелки фаянсовой клейменой донца фр-т,тарелка,донце,фрагмент,фарфор,0,0,0,0,0,0.3,conflict,0,0,1,0,conflict_material=фарфор_vs_desc_фаянс
data/raw/images/Нейш3А-2018-1660_orig.jpg,Нейш3А-2018-1660,Нейш3А-2018-1660,val_gold,Блюдце,Блюдца фарфорового с золотистым линейным орнаментом внутри клейменого профиль,блюдце,профиль,фрагмент,керамика,0,0,0,0,0,0.3,conflict,0,0,1,0,conflict_material=керамика_vs_desc_фарфор
data/raw/images/Нц-102-1977_orig.jpg,Нц-102-1977,Нц-102-1977,train_seed,Плитка,Плитки шлифовальной фр-т,прочее,часть не указана,фрагмент,прочее,1,1,0,1,0,0.3,incomplete,0,1,0,0,incomplete_3
data/raw/images/Нейш3А-2018-1913_orig.jpg,Нейш3А-2018-1913,Нейш3А-2018-1913,val_gold,Тарелка,Тарелки фаянсовой глубокой с зеленой поливой по венчику внутри клейменой профиль,тарелка,венчик,фрагмент,фарфор,0,0,0,0,0,0.3,conflict,0,0,1,0,conflict_material=фарфор_vs_desc_фаянс
data/raw/images/Нц-102-1976_orig.jpg,Нц-102-1976,Нц-102-1976,train_seed,Плитка,Плиты шлифовальной фр-т,прочее,часть не указана,фрагмент,прочее,1,1,0,1,0,0.3,incomplete,0,1,0,0,incomplete_3
