image_file,group_key,gt_type,gt_part,gt_integrity,gt_material,baseline_pred_type,baseline_pred_part,baseline_pred_integrity,baseline_pred_material,al_pred_type,al_pred_part,al_pred_integrity,al_pred_material,baseline_correct_type,baseline_correct_part,baseline_correct_integrity,baseline_correct_material,al_correct_type,al_correct_part,al_correct_integrity,al_correct_material,wins_count,regressions_count,both_wrong_count
data/raw/images/Нц-33-5772_orig.jpg,Нц-33-5772,тарелка,__MISSING__,фрагмент,фаянс,тарелка,донце,фрагмент,фаянс,тарелка,донце,фрагмент,керамика,1,0,1,1,1,0,1,0,0,1,1
data/raw/images/Нц-34-137_orig.jpg,Нц-34-137,тарелка,__MISSING__,фрагмент,керамика,тарелка,профиль,фрагмент,керамика,тарелка,профиль,фрагмент,керамика,1,0,1,1,1,0,1,1,0,0,1
data/raw/images/Нц-35-180_orig.jpg,Нц-35-180,изразец,__MISSING__,фрагмент,керамика,изразец,венчик,фрагмент,керамика,изразец,профиль,фрагмент,керамика,1,0,1,1,1,0,1,1,0,0,1
data/raw/images/Нц-35-314_orig.jpg,Нц-35-314,тарелка,__MISSING__,фрагмент,фаянс,тарелка,профиль,фрагмент,фаянс,тарелка,венчик,фрагмент,фаянс,1,0,1,1,1,0,1,1,0,0,1
data/raw/images/Нц-36-532_orig.jpg,Нц-36-532,тарелка,венчик,фрагмент,фаянс,тарелка,донце,фрагмент,керамика,тарелка,донце,фрагмент,керамика,1,0,1,0,1,0,1,0,0,0,2
data/raw/images/Нц-37-0585_orig.jpg,Нц-37-0585,изразец,__MISSING__,фрагмент,керамика,изразец,профиль,фрагмент,керамика,изразец,профиль,фрагмент,керамика,1,0,1,1,1,0,1,1,0,0,1
data/raw/images/Нц-37-1843_orig.jpg,Нц-37-1843,изразец,__MISSING__,фрагмент,керамика,изразец,донце,фрагмент,керамика,изразец,профиль,фрагмент,керамика,1,0,1,1,1,0,1,1,0,0,1
data/raw/images/Нц-41-0162_orig.jpg,Нц-41-0162,изразец,__MISSING__,фрагмент,керамика,изразец,венчик,целый,керамика,изразец,венчик,целый,керамика,1,0,0,1,1,0,0,1,0,0,2
data/raw/images/Нц-41-0527_orig.jpg,Нц-41-0527,изразец,__MISSING__,фрагмент,керамика,изразец,профиль,фрагмент,керамика,изразец,профиль,фрагмент,керамика,1,0,1,1,1,0,1,1,0,0,1
data/raw/images/Нц-44-1035_orig.jpg,Нц-44-1035,тарелка,__MISSING__,фрагмент,фаянс,тарелка,донце,фрагмент,фаянс,тарелка,донце,фрагмент,фаянс,1,0,1,1,1,0,1,1,0,0,1
data/raw/images/Нц-44-1075_orig.jpg,Нц-44-1075,тарелка,венчик,фрагмент,фаянс,изразец,венчик,фрагмент,керамика,изразец,венчик,фрагмент,керамика,0,1,1,0,0,1,1,0,0,0,2
data/raw/images/Нц-44-1077_orig.jpg,Нц-44-1077,тарелка,венчик,фрагмент,фаянс,тарелка,профиль,фрагмент,фаянс,тарелка,профиль,фрагмент,фарфор,1,0,1,1,1,0,1,0,0,1,1
data/raw/images/Нц-44-1182_orig.jpg,Нц-44-1182,изразец,донце,фрагмент,керамика,изразец,ручка,фрагмент,керамика,изразец,ручка,фрагмент,керамика,1,0,1,1,1,0,1,1,0,0,1
data/raw/images/Нц-45-0035_orig.jpg,Нц-45-0035,изразец,__MISSING__,фрагмент,керамика,изразец,донце,фрагмент,керамика,изразец,профиль,фрагмент,керамика,1,0,1,1,1,0,1,1,0,0,1
data/raw/images/Нц-45-0199_orig.jpg,Нц-45-0199,изразец,__MISSING__,фрагмент,керамика,изразец,профиль,фрагмент,керамика,изразец,профиль,фрагмент,керамика,1,0,1,1,1,0,1,1,0,0,1
data/raw/images/Нц-45-0235_orig.jpg,Нц-45-0235,изразец,__MISSING__,фрагмент,керамика,изразец,профиль,фрагмент,керамика,изразец,профиль,фрагмент,керамика,1,0,1,1,1,0,1,1,0,0,1
data/raw/images/Нц-45-0408_orig.jpg,Нц-45-0408,изразец,__MISSING__,фрагмент,керамика,изразец,донце,фрагмент,керамика,изразец,профиль,фрагмент,керамика,1,0,1,1,1,0,1,1,0,0,1
data/raw/images/Нц-45-0416_orig.jpg,Нц-45-0416,тарелка,венчик,фрагмент,керамика,тарелка,венчик,фрагмент,керамика,миска,венчик,фрагмент,керамика,1,1,1,1,0,1,1,1,0,1,0
